influencer_id,influencer_name,username,platform,category,country,followers,engagement_rate,avg_likes,avg_comments,avg_shares,avg_saves,reach,impressions,audience_quality_score,brand_name,brand_industry,target_audience,brand_match_score,campaign_type,campaign_duration_days,sponsored_post_count,estimated_campaign_budget,estimated_clicks,estimated_ctr,estimated_conversions,estimated_sales,estimated_revenue,estimated_roi,growth_tier,growth_score,authenticity_score,fake_follower_probability,campaign_success
INF-6D303110,Chris Sharma,chrissharma,TikTok,Art/Artists,Ukraine,8336060.0,0.0332,200257,12439,34745,6615,1130976,1277761,41.3,Wacom,Creative Hardware,20-40 Mixed,0.691,Sponsored Post,29,2,434500.0,7917,0.007,97,97,8252.11,-0.981,Mega,52.7,75.5,0.015,0
INF-F5C501A4,Alex Garcia,alexgarcia_official,YouTube,Business & Careers,Australia,475153.0,0.0339,11063,917,644,285,169948,261348,57.8,Monday.com,SaaS,25-50 Mixed,0.729,Unboxing,30,3,51000.0,1003,0.0059,25,25,833.93,-0.984,Mid-Tier,65.6,83.1,0.02,1
INF-60DEADF2,Chris Walker,chriswalker_official,TikTok,Lifestyle,India,622533.0,0.0226,10313,751,1657,330,157806,212749,42.7,Airbnb,Travel & Hospitality,22-40 Mixed,0.917,Product Review,34,3,43500.0,789,0.005,15,15,2358.03,-0.946,Macro,41.5,61.4,0.207,0
INF-9A68191E,Drew Smith,drewsmith_official,Instagram,Fashion,Australia,305234.0,0.0342,7121,524,377,662,103057,163999,59.8,H&M,Fashion & Apparel,18-35 Female,0.756,Brand Ambassador,48,3,51500.0,649,0.0063,16,16,801.33,-0.984,Mid-Tier,61.8,82.0,0.043,1
INF-FD3B940C,Blake Hall,blakehall_,Instagram,Comedy,Japan,708654.0,0.0154,9741,607,497,582,193975,268496,31.7,Lay's,FMCG,16-35 Mixed,0.761,Live Stream,31,1,34100.0,970,0.005,18,18,347.69,-0.99,Macro,40.1,67.7,0.045,0
INF-CD54C58B,River Williams,riverwilliams265,Instagram,Music,Turkey,240975.0,0.0235,4194,312,193,407,73503,97189,45.0,Bose,Consumer Electronics,15-35 Mixed,0.765,Story Ad,25,1,48700.0,515,0.007,12,12,1301.37,-0.973,Mid-Tier,55.5,73.9,0.061,1
INF-B11C81F8,Casey Miller,caseymiller76,Instagram,Beauty,Vietnam,20570169.0,0.012,220523,12641,8469,12209,2915414,3559521,20.6,Nykaa,Beauty & Cosmetics,18-30 Female,0.631,Giveaway,42,4,102800.0,14577,0.005,90,90,3034.86,-0.97,Mega,32.9,60.8,0.023,0
INF-4AC51BFF,Abigail Thomas,abigailthomas.,Instagram,Art/Artists,Egypt,15310648.0,0.0081,95403,6217,4241,6582,2398641,2798321,20.0,Wacom,Creative Hardware,20-40 Mixed,0.91,Brand Ambassador,34,1,322800.0,11993,0.005,112,112,8943.41,-0.972,Mega,25.8,55.9,0.094,0
INF-1C126191,Zoe Taylor,zoetaylor.,YouTube,Animals & Pets,Thailand,94269.0,0.0375,3023,196,139,71,38868,60009,68.2,Royal Canin,Pet Care,22-45 Mixed,0.742,Brand Ambassador,46,2,9600.0,420,0.0108,15,15,489.44,-0.949,Micro,69.0,81.5,0.086,1
INF-7A2DD609,Ava Robinson,avarobinson678,TikTok,Fashion,Nigeria,214196.0,0.0361,6471,384,1099,131,73238,111764,58.5,Mango,Fashion & Apparel,18-35 Female,0.706,Product Review,19,1,23100.0,483,0.0066,10,10,539.71,-0.977,Mid-Tier,62.0,74.7,0.123,1
INF-6D111E50,Chris Lewis,chrislewis_official,TikTok,Fitness & Gym,Japan,45834173.0,0.0212,674865,44163,118498,17299,6870430,8422743,28.8,Under Armour,Sports & Fitness,20-40 Mixed,0.667,Affiliate,25,1,79700.0,34352,0.005,278,278,18253.32,-0.771,Mega,37.5,59.3,0.138,0
INF-27C73AB5,Noah Brown,noahbrown119,Instagram,Business & Careers,Philippines,997174.0,0.0225,18948,1274,968,1201,272430,370305,41.5,Notion,SaaS,25-50 Mixed,0.659,Affiliate,28,1,91300.0,1362,0.005,20,20,647.13,-0.993,Macro,45.8,73.4,0.045,0
INF-F2CA4EBF,Blake Wang,blakewang.,TikTok,Cars & Motorbikes,Turkey,922018.0,0.008,5974,380,849,157,234977,304152,20.3,Michelin,Automotive,22-45 Male,0.63,Brand Ambassador,29,2,162400.0,1175,0.005,5,5,284.83,-0.998,Macro,27.7,33.5,0.46,0
INF-7EEDD7F0,Taylor Park,taylorpark_,Instagram,Cinema & Actors/actresses,Philippines,18325771.0,0.0112,148197,9223,7178,11262,2456357,2822488,20.0,Disney+,Entertainment,18-45 Mixed,0.865,Live Stream,55,1,394900.0,12282,0.005,108,108,1654.43,-0.996,Mega,33.7,56.8,0.079,0
INF-1422C16A,Leo Young,leoyoung,YouTube,Literature & Journalism,Mexico,837479.0,0.0279,17754,1009,1011,503,200552,275860,40.7,Kindle,E-commerce,25-50 Mixed,0.677,Reel/Short Video,14,1,109100.0,1304,0.0065,21,21,933.99,-0.991,Macro,53.6,73.6,0.036,0
INF-5128BC7F,Emma Garcia,emmagarcia,TikTok,Family,United States,5591.0,0.0759,301,20,52,10,3032,5569,83.0,Colgate,FMCG,25-45 Female,0.959,Reel/Short Video,39,1,400.0,65,0.0213,4,4,65.19,-0.837,Nano,81.5,81.5,0.138,1
INF-0CC22F06,Quinn Taylor,quinntaylor.,Instagram,Art/Artists,Russia,314653.0,0.0229,6269,404,320,436,90343,143573,43.7,Adobe,Creative Software,20-40 Mixed,0.846,Brand Ambassador,57,7,52600.0,669,0.0074,19,19,562.85,-0.989,Mid-Tier,53.2,76.3,0.022,1
INF-4138881F,Quinn Wang,quinnwang512,TikTok,Gaming,Egypt,183631.0,0.0625,9887,513,1437,231,60589,87281,74.4,PlayStation,Gaming,16-30 Male,0.784,Live Stream,15,1,45100.0,957,0.0158,28,28,1631.11,-0.964,Mid-Tier,78.1,86.6,0.054,1
INF-42493C3F,Casey Lee,caseylee_tv,Instagram,Food & Cooking,Portugal,18491029.0,0.0147,230754,13955,8728,17637,2407562,3005802,25.4,Maggi,Food & Beverage,25-45 Mixed,0.862,Story Ad,12,1,426200.0,12038,0.005,129,129,3366.46,-0.992,Mega,38.2,64.0,0.034,0
INF-BECDE397,Evelyn Walker,evelynwalker223,Instagram,Dance,Turkey,16068072.0,0.0124,138966,9934,8169,13360,2576712,2938198,25.0,Pepsi,FMCG,16-30 Mixed,0.648,Reel/Short Video,41,1,62800.0,12884,0.005,113,113,2112.47,-0.966,Mega,37.0,65.0,0.015,0
INF-09605FAC,Aria Patel,ariapatel134,Instagram,Tech & Gadgets,Spain,1646966.0,0.0073,9363,559,551,718,280159,348939,20.0,Apple,Consumer Electronics,20-40 Male,0.723,Unboxing,9,1,76200.0,1401,0.005,12,12,1495.72,-0.98,Mega,29.0,53.6,0.132,0
INF-68B1492B,Taylor Jackson,taylorjackson_tv,Instagram,Humor & Fun & Happiness,Unknown,77030.0,0.035,1924,153,103,166,26271,43317,59.2,Old Spice,FMCG,16-35 Mixed,0.899,Brand Ambassador,11,1,11000.0,226,0.0086,10,10,188.22,-0.983,Micro,67.1,81.7,0.044,1
INF-4C13D738,Zoe Singh,zoesingh.,Instagram,Art/Artists,Mexico,57006.0,0.0388,1949,126,90,141,20740,33840,66.5,Pantone,Creative,20-40 Mixed,0.637,Story Ad,59,7,10000.0,178,0.0086,5,5,164.28,-0.984,Micro,72.4,87.4,0.012,1
INF-98377192,Reese Wang,reesewang_tv,TikTok,Animals & Pets,Spain,41661.0,0.0653,2060,119,301,53,18792,33022,82.7,Pedigree,Pet Care,22-45 Mixed,0.711,Live Stream,29,3,2000.0,336,0.0179,13,13,443.71,-0.778,Micro,79.5,91.7,0.029,1
INF-FA3496CD,Emily Hall,emilyhall_official,Instagram,Modeling,Spain,3487650.0,0.0115,33639,2267,1356,2477,489990,637702,20.0,L'Oreal,Beauty & Cosmetics,18-35 Female,0.653,Brand Ambassador,52,1,581700.0,2450,0.005,24,24,900.95,-0.998,Mega,30.0,58.2,0.057,0
INF-C124E2F4,River Jones,riverjones_official,TikTok,Cinema & Actors/actresses,India,30154820.0,0.0249,567838,42278,94569,15857,5152848,6626748,35.9,Netflix,Entertainment,18-45 Mixed,0.654,Giveaway,20,1,548300.0,25764,0.005,229,229,3209.4,-0.994,Mega,41.4,67.6,0.081,0
INF-FB38F6F2,Kai Sharma,kaisharma_official,YouTube,Travel,Turkey,7823.0,0.074,406,29,25,9,4255,7898,86.7,Booking.com,Travel,25-45 Mixed,0.923,Reel/Short Video,49,4,3400.0,95,0.0224,6,6,1132.04,-0.667,Nano,84.0,88.2,0.079,1
INF-0F61E7DB,Jordan Harris,jordanharris_real,Instagram,Humor & Fun & Happiness,Saudi Arabia,48096643.0,0.0124,444700,26117,25208,32985,6202372,6714286,21.6,Old Spice,FMCG,16-35 Mixed,0.735,Story Ad,59,3,412100.0,31012,0.005,341,341,5647.87,-0.986,Mega,33.2,62.4,0.011,0
INF-6B87E083,Olivia Allen,oliviaallen_,Instagram,Humor & Fun & Happiness,Egypt,284239.0,0.0224,5311,304,252,443,94109,128131,43.8,Taco Bell,Fast Food,16-35 Mixed,0.929,Story Ad,18,1,38200.0,649,0.0069,20,20,390.25,-0.99,Mid-Tier,51.7,73.0,0.065,1
INF-474964F3,Morgan Smith,morgansmith_real,TikTok,Lifestyle,Colombia,78811.0,0.0847,5531,364,666,159,27952,41665,80.2,Samsung,Consumer Electronics,22-40 Mixed,0.771,Brand Ambassador,8,1,1400.0,506,0.0181,20,20,2316.38,0.655,Micro,80.6,85.3,0.089,1
INF-BDBBB4E6,Reese Jones,reesejones_,Instagram,Business & Careers,India,68119.0,0.0355,1714,105,111,160,24605,40094,59.1,Monday.com,SaaS,25-50 Mixed,0.908,Unboxing,52,6,1600.0,214,0.0087,10,10,316.13,-0.802,Micro,65.2,82.8,0.03,1
INF-0EB51C04,Liam Park,liampark_real,YouTube,Music,Argentina,81365.0,0.0696,4650,246,263,136,30680,49383,75.2,Bose,Consumer Electronics,15-35 Mixed,0.737,Affiliate,8,1,5000.0,586,0.0191,24,24,3041.38,-0.392,Micro,81.8,90.8,0.011,1
INF-8784C49A,Ava Walker,avawalker.,Instagram,Comedy,Netherlands,404107.0,0.022,7999,400,320,513,117373,180265,42.7,Doritos,FMCG,16-35 Mixed,0.626,Live Stream,50,2,27300.0,587,0.005,13,13,246.78,-0.991,Mid-Tier,52.4,73.6,0.05,0
INF-EA391611,Harper Brown,harperbrown_,TikTok,Literature & Journalism,Russia,637335.0,0.019,10225,571,1732,213,149620,200315,31.8,Kindle,E-commerce,25-50 Mixed,0.863,Story Ad,56,4,87100.0,748,0.005,12,12,534.68,-0.994,Macro,42.0,54.1,0.237,0
INF-A77B0527,Ava Miller,avamiller.,TikTok,Photography,Thailand,157891.0,0.0735,10258,634,1455,223,53727,72278,75.8,Nikon,Photography & Tech,20-40 Mixed,0.778,Live Stream,30,2,21300.0,1005,0.0187,30,30,4899.88,-0.77,Mid-Tier,76.5,85.6,0.07,1
INF-A3EDD94A,Harper Walker,harperwalker_tv,Instagram,Sports with a ball,Egypt,19950386.0,0.0081,114227,7457,6059,10575,2857149,3715911,20.0,Puma,Sports & Fitness,16-35 Male,0.872,Live Stream,48,2,537400.0,14286,0.005,104,104,7309.86,-0.986,Mega,28.7,50.7,0.178,0
INF-D5CE4370,Sofia Brown,sofiabrown_tv,TikTok,Animals & Pets,United States,157894.0,0.0483,6125,342,933,174,54190,71763,72.1,Whiskas,Pet Care,22-45 Mixed,0.774,Brand Ambassador,39,3,21000.0,526,0.0097,15,15,489.9,-0.977,Mid-Tier,74.7,88.7,0.022,1
INF-6A2C1683,Chloe Lee,chloelee_official,Instagram,Gaming,Thailand,5305160.0,0.0131,58619,3795,2716,4741,758243,856779,20.0,Razer,Gaming,16-30 Male,0.872,Affiliate,48,3,306600.0,3791,0.005,30,30,1602.54,-0.995,Mega,33.7,56.5,0.084,0
INF-CA36EFE6,Abigail Park,abigailpark_real,Instagram,Music,Mexico,395220.0,0.0361,11690,707,496,944,113302,155893,58.6,JBL,Consumer Electronics,15-35 Mixed,0.694,Affiliate,39,1,17800.0,974,0.0086,22,22,2608.06,-0.853,Mid-Tier,63.7,79.9,0.062,1
INF-82DCD1E7,Olivia Wang,oliviawang.,TikTok,Fashion,Pakistan,922009.0,0.0484,38459,2456,5850,751,236639,316286,68.1,H&M,Fashion & Apparel,18-35 Female,0.801,Brand Ambassador,28,1,91800.0,2437,0.0103,44,44,2450.53,-0.973,Macro,67.1,81.1,0.09,1
INF-77688A61,Ava Baker,avabaker551,TikTok,Humor & Fun & Happiness,United States,270692.0,0.071,15911,875,2185,455,89437,123284,73.0,Old Spice,FMCG,16-35 Mixed,0.754,Sponsored Post,33,3,22300.0,1288,0.0144,34,34,656.27,-0.971,Mid-Tier,75.9,83.4,0.083,1
INF-20BB7634,Casey Lee,caseylee,TikTok,Art/Artists,Germany,590846.0,0.0495,25582,1615,3426,575,161953,213469,69.2,Wacom,Creative Hardware,20-40 Mixed,0.81,Live Stream,21,1,173500.0,1879,0.0116,37,37,3246.98,-0.981,Macro,67.8,85.2,0.048,1
INF-BEA78413,Avery Smith,averysmith_official,Instagram,Lifestyle,Spain,14537726.0,0.015,155486,9566,8961,10817,2093945,2467970,21.6,Samsung,Consumer Electronics,22-40 Mixed,0.735,Story Ad,31,3,570000.0,10679,0.0051,110,110,12560.8,-0.978,Mega,33.3,61.7,0.023,0
INF-2BBF7CFC,Leo Patel,leopatel_official,TikTok,Food & Cooking,Bangladesh,2918.0,0.0773,204,12,24,5,1205,2001,83.8,Maggi,Food & Beverage,25-45 Mixed,0.884,Giveaway,53,4,2500.0,27,0.0228,2,2,45.84,-0.982,Nano,82.4,84.7,0.107,1
INF-912DE3E7,Mia Wright,miawright_official,TikTok,Business & Careers,Russia,39396568.0,0.0169,571339,38273,89724,11824,6643625,8588481,30.2,Notion,SaaS,25-50 Mixed,0.954,Story Ad,35,1,385700.0,33218,0.005,399,399,14733.67,-0.962,Mega,33.7,58.8,0.158,0
INF-053121BE,Skyler Allen,skylerallen163,Instagram,Food & Cooking,Philippines,918502.0,0.0116,7561,456,455,515,219016,308753,23.0,Nestlé,Food & Beverage,25-45 Mixed,0.688,Giveaway,41,2,142000.0,1095,0.005,13,13,296.59,-0.998,Macro,36.7,54.8,0.149,0
INF-9906D9BA,Avery Green,averygreen_tv,TikTok,Lifestyle,Thailand,46889500.0,0.0254,1071323,55098,145987,23688,6425199,8344548,32.3,Pepsi,FMCG,22-40 Mixed,0.728,Story Ad,46,2,525700.0,35981,0.0056,320,320,6297.45,-0.988,Mega,43.1,69.3,0.027,0
INF-2320EE00,Aria Scott,ariascott.,YouTube,Family,Vietnam,19065499.0,0.0107,145401,11012,7906,4655,2938017,3337448,20.0,Pampers,Baby & Family,25-45 Female,0.691,Reel/Short Video,26,2,235400.0,14690,0.005,97,97,3968.59,-0.983,Mega,29.5,55.3,0.104,0
INF-BEE5BDDF,Sofia Martin,sofiamartin747,TikTok,Cinema & Actors/actresses,Ukraine,78400.0,0.0434,2544,156,368,58,34095,59008,73.0,Netflix,Entertainment,18-45 Mixed,0.93,Story Ad,10,1,10600.0,464,0.0136,20,20,261.15,-0.975,Micro,69.1,77.9,0.144,1
INF-2EDC80CF,Logan Williams,loganwilliams_real,Instagram,Computers & Gadgets,Saudi Arabia,423745.0,0.0331,10182,666,496,1003,116128,184256,57.9,NVIDIA,Consumer Electronics,20-40 Male,0.931,Unboxing,57,5,37100.0,1068,0.0092,37,37,4016.65,-0.892,Mid-Tier,60.9,83.4,0.017,1
INF-36F363A2,Zoe Robinson,zoerobinson.,Instagram,Cinema & Actors/actresses,Netherlands,814965.0,0.0185,10899,647,659,774,184387,255677,30.5,HBO,Entertainment,18-45 Mixed,0.773,Sponsored Post,53,4,32000.0,922,0.005,15,15,199.31,-0.994,Macro,43.7,68.1,0.027,0
INF-7420CA68,Emily Patel,emilypatel_real,TikTok,Lifestyle,Spain,862256.0,0.0388,29768,1734,3850,661,235794,287840,60.3,Samsung,Consumer Electronics,22-40 Mixed,0.678,Unboxing,50,3,90900.0,2169,0.0092,39,39,4293.51,-0.953,Macro,64.3,83.0,0.034,1
INF-A3E431F7,Sage Singh,sagesingh_,TikTok,Comedy,Philippines,14122.0,0.0672,682,47,131,21,6196,10158,81.1,Doritos,FMCG,16-35 Mixed,0.936,Story Ad,59,7,13200.0,129,0.0209,6,6,105.66,-0.992,Micro,77.9,88.7,0.055,1
INF-90F11F0A,Quinn Harris,quinnharris_real,TikTok,Photography,United States,765106.0,0.0327,17201,1075,2430,537,196569,285992,48.3,Nikon,Photography & Tech,20-40 Mixed,0.952,Sponsored Post,25,1,163600.0,1435,0.0073,28,28,4150.5,-0.975,Macro,53.8,67.4,0.162,1
INF-4FC0F117,Jordan Garcia,jordangarcia_real,YouTube,Photography,Vietnam,14049.0,0.0637,757,41,40,18,4971,7703,79.9,Canon,Photography & Tech,20-40 Mixed,0.77,Unboxing,23,2,12400.0,80,0.016,3,3,421.11,-0.966,Micro,80.7,89.5,0.043,1
INF-215937CA,Jamie Jones,jamiejones.,Instagram,Modeling,Argentina,74712.0,0.0247,1597,93,81,109,32427,54452,49.5,L'Oreal,Beauty & Cosmetics,18-35 Female,0.627,Reel/Short Video,40,4,12000.0,162,0.005,5,5,168.63,-0.986,Micro,59.5,75.0,0.074,0
INF-99E18803,Chris Martin,chrismartin,YouTube,Food & Cooking,Italy,381402.0,0.0191,5713,394,311,128,128802,201653,41.7,Nestlé,Food & Beverage,25-45 Mixed,0.968,Story Ad,34,1,24000.0,824,0.0064,20,20,461.36,-0.981,Mid-Tier,50.3,63.5,0.175,0
INF-EFE58DD0,Paris Scott,parisscott89,TikTok,Cinema & Actors/actresses,Indonesia,945093.0,0.036,26735,1932,4508,658,209917,268272,52.1,HBO,Entertainment,18-45 Mixed,0.914,Brand Ambassador,22,2,114900.0,1490,0.0071,32,32,442.65,-0.996,Macro,58.6,75.5,0.082,1
INF-8470A9E7,River Garcia,rivergarcia_,Instagram,Food & Cooking,Mexico,70612.0,0.0325,1697,127,82,153,28202,45104,57.2,KitchenAid,Home & Kitchen,25-45 Mixed,0.695,Giveaway,30,3,3200.0,220,0.0078,7,7,492.68,-0.846,Micro,63.2,78.1,0.077,1
INF-7A04AB05,Paris Anderson,parisanderson_,Instagram,Family,South Korea,505914.0,0.0086,3925,247,155,241,130675,162927,20.7,Johnson & Johnson,Baby & Family,25-45 Female,0.63,Giveaway,41,2,167100.0,653,0.005,6,6,218.1,-0.999,Macro,29.6,44.1,0.293,0
INF-278484BD,Paris Young,parisyoung857,YouTube,Literature & Journalism,Saudi Arabia,68435.0,0.0568,2885,174,179,86,26284,38872,80.7,Grammarly,SaaS,25-50 Mixed,0.873,Story Ad,55,5,9500.0,452,0.0172,20,20,666.63,-0.93,Micro,82.8,91.1,0.028,1
INF-182AB8F6,Abigail Baker,abigailbaker_official,Instagram,Animals & Pets,Poland,87002.0,0.0456,3231,197,142,255,32012,49200,72.1,Purina,Pet Care,22-45 Mixed,0.781,Story Ad,48,1,5700.0,397,0.0124,16,16,547.14,-0.904,Micro,74.8,88.7,0.022,1
INF-2C1B8073,Noah Li,noahli_official,TikTok,Fashion,Vietnam,17238.0,0.0681,881,60,140,24,6181,10073,81.3,H&M,Fashion & Apparel,18-35 Female,0.813,Story Ad,15,1,12800.0,109,0.0177,5,5,254.83,-0.98,Micro,78.3,91.3,0.028,1
INF-A2DC2AD1,Sage Williams,sagewilliams_official,Instagram,Fashion,United States,781916.0,0.0221,14450,985,736,1065,190635,250359,40.9,Zara,Fashion & Apparel,18-35 Female,0.631,Affiliate,55,4,92300.0,1201,0.0063,17,17,978.15,-0.989,Macro,46.1,74.3,0.029,0
INF-562EC4E4,River Williams,riverwilliams.,TikTok,Beauty,Netherlands,771117.0,0.0387,25271,1624,3205,571,180262,252229,60.5,Maybelline,Beauty & Cosmetics,18-30 Female,0.674,Affiliate,42,4,90300.0,1767,0.0098,27,27,889.25,-0.99,Macro,62.1,80.8,0.061,1
INF-7F98B790,Skyler Sharma,skylersharma,TikTok,Computers & Gadgets,Netherlands,6151991.0,0.0163,70407,4881,12423,2363,915460,998954,26.6,NVIDIA,Consumer Electronics,20-40 Male,0.91,Unboxing,13,1,460900.0,4577,0.005,47,47,5721.76,-0.988,Mega,36.0,57.7,0.141,0
INF-8221DBD5,Isabella Park,isabellapark694,Instagram,Family,Colombia,157875.0,0.0202,2547,141,117,165,55468,88452,40.6,Fisher-Price,Baby & Family,25-45 Female,0.831,Unboxing,40,3,28700.0,277,0.005,7,7,305.41,-0.989,Mid-Tier,50.8,69.1,0.094,0
INF-FB868CD3,Liam Jones,liamjones,Instagram,Travel,Turkey,346981.0,0.0255,6628,501,296,462,112679,169704,50.4,Expedia,Travel,25-45 Mixed,0.834,Brand Ambassador,33,1,47900.0,687,0.0061,18,18,3209.68,-0.933,Mid-Tier,56.1,79.3,0.026,1
INF-08422D32,Sage Jones,sagejones_official,Instagram,Dance,Poland,132061.0,0.0312,3185,178,191,207,40845,57534,55.9,Spotify,Entertainment,16-30 Mixed,0.839,Brand Ambassador,29,3,41300.0,294,0.0072,9,9,129.27,-0.997,Mid-Tier,61.1,81.5,0.03,1
INF-0A54E404,Olivia Allen,oliviaallen_real,TikTok,Art/Artists,Saudi Arabia,239004.0,0.0314,5809,427,1053,161,83654,112591,54.1,Wacom,Creative Hardware,20-40 Mixed,0.719,Unboxing,38,2,28400.0,443,0.0053,9,9,725.96,-0.974,Mid-Tier,55.9,65.5,0.212,0
INF-B7ADF59F,Emily Brown,emilybrown_tv,YouTube,Humor & Fun & Happiness,Turkey,373999.0,0.0263,7924,553,449,177,107188,152537,49.7,Old Spice,FMCG,16-35 Mixed,0.954,Unboxing,33,2,32100.0,536,0.005,14,14,235.04,-0.993,Mid-Tier,56.4,68.9,0.15,1
INF-A09F8604,Morgan Baker,morganbaker_,Instagram,Dance,Australia,19028.0,0.0374,564,39,29,48,7247,10441,67.9,Adidas,Sports & Fitness,16-30 Mixed,0.79,Affiliate,54,3,10300.0,58,0.008,2,2,126.2,-0.988,Micro,71.4,85.6,0.039,1
INF-5A5051F8,Amelia Li,ameliali944,TikTok,Finance & Economics,Portugal,41357712.0,0.0336,1163317,76097,183645,27255,6394879,6907709,43.9,Robinhood,FinTech,25-45 Male,0.707,Sponsored Post,35,2,94600.0,35811,0.0056,383,383,10192.87,-0.892,Mega,52.9,75.7,0.031,0
INF-64AE187A,Taylor Chen,taylorchen_real,Instagram,Fashion,Spain,21163805.0,0.0141,231710,16001,11617,19148,3523880,3963742,26.9,Mango,Fashion & Apparel,18-35 Female,0.962,Reel/Short Video,38,2,90100.0,17619,0.005,229,229,12903.4,-0.857,Mega,35.2,65.2,0.033,0
INF-CBB19441,Chloe Sharma,chloesharma_,TikTok,Tech & Gadgets,India,11576761.0,0.0378,374039,23726,57030,8684,1535294,1802219,52.6,Apple,Consumer Electronics,20-40 Male,0.713,Unboxing,55,4,115700.0,8598,0.0056,74,74,8591.93,-0.926,Mega,58.5,79.0,0.042,1
INF-82BB7AD7,Blake Smith,blakesmith,Instagram,Travel,Portugal,2307944.0,0.0086,15303,885,879,1371,317398,400540,20.0,Expedia,Travel,25-45 Mixed,0.653,Sponsored Post,57,4,465900.0,1587,0.005,8,8,1540.92,-0.997,Mega,31.4,56.3,0.087,0
INF-037AA1A4,Sage Martin,sagemartin_,TikTok,Comedy,Italy,4052891.0,0.0236,66987,5184,9660,1684,555254,603562,30.3,Lay's,FMCG,16-35 Mixed,0.732,Giveaway,50,4,96100.0,3887,0.007,31,31,566.58,-0.994,Mega,44.9,68.6,0.018,0
INF-5E9F7996,Maya Clark,mayaclark_,Instagram,Lifestyle,United Kingdom,24535.0,0.0349,663,45,28,59,10342,17083,59.1,Airbnb,Travel & Hospitality,22-40 Mixed,0.88,Sponsored Post,16,1,2200.0,92,0.0089,4,4,674.1,-0.694,Micro,63.9,80.6,0.056,1
INF-D7C9199D,Ella Li,ellali_real,TikTok,Business & Careers,Italy,33618159.0,0.0239,586330,42492,100415,16465,5035365,6134260,36.5,LinkedIn,Professional Network,25-50 Mixed,0.789,Giveaway,35,2,155600.0,25177,0.005,310,310,6043.8,-0.961,Mega,44.0,73.0,0.012,0
INF-5BC96EBF,Olivia Patel,oliviapatel708,YouTube,Cars & Motorbikes,South Korea,5019.0,0.0583,230,17,9,7,2088,3354,80.3,GoPro,Consumer Electronics,22-45 Male,0.846,Reel/Short Video,56,3,2400.0,35,0.0166,2,2,262.03,-0.891,Nano,84.5,89.8,0.041,1
INF-27B664A6,Abigail Allen,abigailallen_,Instagram,Cars & Motorbikes,United Kingdom,527871.0,0.02,9146,570,456,509,138431,194450,32.9,Shell,Automotive,22-45 Male,0.682,Product Review,33,1,31500.0,692,0.005,9,9,503.48,-0.984,Macro,43.3,68.1,0.05,0
INF-A43CAB43,Sam Wright,samwright_tv,TikTok,Animals & Pets,Russia,346111.0,0.0323,8086,548,1550,182,105282,151299,56.5,Pedigree,Pet Care,22-45 Mixed,0.789,Story Ad,26,1,36600.0,526,0.005,12,12,400.66,-0.989,Mid-Tier,56.5,64.9,0.23,0
INF-27239AC3,Taylor Baker,taylorbaker_,Instagram,Finance & Economics,Netherlands,39524534.0,0.0104,297059,23450,19419,25440,5459727,6925307,20.8,Robinhood,FinTech,25-45 Male,0.933,Product Review,43,4,315000.0,27299,0.005,298,298,8147.17,-0.974,Mega,27.6,57.1,0.086,0
INF-F11437DC,Reese Allen,reeseallen_,Instagram,Fitness & Gym,France,3126.0,0.0547,129,8,7,10,1712,2747,82.7,Adidas,Sports & Fitness,20-40 Mixed,0.768,Affiliate,12,1,800.0,22,0.0126,1,1,60.32,-0.925,Nano,82.0,87.8,0.071,1
INF-7A282BD1,Taylor Harris,taylorharris.,TikTok,Literature & Journalism,India,417173.0,0.0378,13215,686,1853,253,149502,229260,59.7,Audible,Entertainment,25-50 Mixed,0.812,Brand Ambassador,38,4,11500.0,1151,0.0077,31,31,395.23,-0.966,Mid-Tier,64.7,74.8,0.127,1
INF-71D8DCD6,Isabella Williams,isabellawilliams_official,Instagram,Travel,United Kingdom,28188423.0,0.0099,239891,11877,12230,14529,4679107,5690647,20.3,Booking.com,Travel,25-45 Mixed,0.786,Reel/Short Video,15,1,270600.0,23396,0.005,159,159,27530.55,-0.898,Mega,30.9,57.0,0.08,0
INF-558F371E,Abigail Lee,abigaillee_real,YouTube,Shows,Poland,634410.0,0.022,10236,778,637,295,131945,192229,39.1,HBO,Entertainment,18-40 Mixed,0.814,Giveaway,43,2,111200.0,752,0.0057,13,13,189.54,-0.998,Macro,48.6,72.0,0.046,0
INF-6F2E7BFE,Drew Garcia,drewgarcia_tv,Instagram,Finance & Economics,United States,26129849.0,0.0113,268931,15053,11349,18736,3604286,3907121,20.0,Robinhood,FinTech,25-45 Male,0.649,Giveaway,34,2,469500.0,18021,0.005,110,110,2615.28,-0.994,Mega,31.5,57.4,0.07,0
INF-C8955B31,Charlotte Green,charlottegreen,Instagram,Travel,Spain,3116152.0,0.0126,31802,1691,1653,1933,511917,615450,20.0,Airbnb,Travel,25-45 Mixed,0.718,Sponsored Post,18,1,224100.0,2560,0.005,17,17,3138.14,-0.986,Mega,32.0,59.7,0.032,0
INF-97D729E6,Drew Clark,drewclark_official,Instagram,Family,Pakistan,384444.0,0.0305,9972,636,490,654,136555,188378,52.6,Colgate,FMCG,25-45 Female,0.657,Giveaway,16,1,42900.0,683,0.005,16,16,280.38,-0.993,Mid-Tier,60.3,77.9,0.055,1
